Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,continent,country_code,Continent_AF,Continent_AS,Continent_EU,Continent_NA,Continent_OC,Continent_SA,Country_US,Country_CN
Michael Federmann & family,2.1,Israel,"defense, hotels",1517,77.0,"Tel Aviv, Israel",Israel,Married,3.0,,True,AS,IL,0,1,0,0,0,0,0,0
William Fisher,2.1,United States,Gap,1517,64.0,"San Francisco, California",United States,Married,3.0,"Bachelor of Arts/Science, Princeton University; Master of Business Administration, Stanford University",False,NAm,US,0,0,0,1,0,0,1,0
Bernard Fraisse,2.1,France,pharmaceuticals,1517,64.0,"Paris, France",France,,,,True,EU,FR,0,0,1,0,0,0,0,0
Fabricio Garcia,2.1,Brazil,retail,1517,43.0,"Franca, Brazil",Brazil,Married,,"Bachelor of Business Administration, Universidade de Sao Paulo",False,SA,BR,0,0,0,0,0,1,0,0
Flavia Bittar Garcia Faleiros,2.1,Brazil,retail,1517,40.0,"Sao Paulo, Brazil",Brazil,Married,3.0,,False,SA,BR,0,0,0,0,0,1,0,0
Gordon Getty,2.1,United States,Getty Oil,1517,87.0,"San Francisco, California",United States,Widowed,7.0,"Bachelor of Arts/Science, San Francisco Conservatory of Music",False,NAm,US,0,0,0,1,0,0,1,0
Philippe Ginestet & family,2.1,France,retail stores,1517,67.0,"Pujols, France",France,,,,True,EU,FR,0,0,1,0,0,0,0,0
Gong Yingying,2.1,China,health IT,1517,36.0,"Beijing, China",China,Married,,"Bachelor of Arts/Economics, London School of Economics & Political Science",True,AS,CN,0,1,0,0,0,0,0,1
Lutz Mario Helmig,2.1,Germany,hospitals,1517,74.0,"Grebenhain, Germany",Germany,Married,2.0,,True,EU,DE,0,0,1,0,0,0,0,0
Ilkka Herlin,2.1,Finland,"elevators, escalators",1517,62.0,"Helsinki, Finland",Finland,Married,4.0,,False,EU,FI,0,0,1,0,0,0,0,0
Arthur Xiaobo Hong,2.1,China,e-commerce,1517,49.0,"Guangzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Hong Feng,2.1,China,smartphones,1517,44.0,"Beijing, China",China,,,"Master of Science, Purdue University; Bachelor of Science in Engineering, Shanghai Jiaotong University",True,AS,CN,0,1,0,0,0,0,0,1
Huang Shih Tsai,2.1,Hong Kong,real estate,1517,69.0,"Shenzhen, China",Hong Kong,Married,2.0,,True,AS,HK,0,1,0,0,0,0,0,0
Jiang Yehua & family,2.1,China,real estate,1517,58.0,"Chongqing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Keeree Kanjanapas,2.1,Thailand,transportation,1517,70.0,"Bangkok, Thailand",Thailand,Married,2.0,,True,AS,TH,0,1,0,0,0,0,0,0
Alexander Karp,2.1,United States,software firm,1517,53.0,"Palo Alto, California",United States,Single,,"Bachelor of Arts/Science, Haverford College; Doctor of Jurisprudence, Stanford University",True,NAm,US,0,0,0,1,0,0,1,0
Bruce Karsh,2.1,United States,private equity,1517,65.0,"Los Angeles, California",United States,Married,3.0,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Virginia",True,NAm,US,0,0,0,1,0,0,1,0
Mustafa Kucuk,2.1,Turkey,fashion retail,1517,57.0,"Istanbul, Turkey",Turkey,Married,3.0,,True,AS,TR,0,1,0,0,0,0,0,0
Dominika Kulczyk,2.1,Poland,diversified,1517,43.0,"Warsaw, Poland",Poland,Divorced,2.0,"Master, University of Poznan",False,EU,PL,0,0,1,0,0,0,0,0
Philippe Laffont,2.1,United States,hedge fund,1517,53.0,"New York, New York",United States,Married,,"Master of Science, Massachusetts Institute of Technology",True,NAm,US,0,0,0,1,0,0,1,0
Henry Laufer,2.1,United States,hedge funds,1517,75.0,"Lake Worth, Florida",United States,Married,,"Bachelor of Arts/Science, City College of New York; Doctorate, Princeton University",True,NAm,US,0,0,0,1,0,0,1,0
Frank Laukien,2.1,United States,scientific equipment,1517,61.0,"Boston, Massachusetts",United States,Married,,"Doctorate, Harvard University; Bachelor of Arts/Science, Massachusetts Institute of Technology",False,NAm,US,0,0,0,1,0,0,1,0
Mark Leonard & family,2.1,Canada,software,1517,65.0,"Toronto, Canada",Canada,,,"Master of Business Administration, The University of Western Ontario - Richard Ivey School of Business; Bachelor of Arts/Science, University of Guelph",True,NAm,CA,0,0,0,1,0,0,0,0
Li Wanqiang,2.1,China,smartphones,1517,43.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Li Weiwei,2.1,China,online games,1517,44.0,"Shanghai, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Lin Chen-hai,2.1,Taiwan,real estate,1517,74.0,"Taipei, Taiwan",Taiwan,Married,2.0,,True,AS,TW,0,1,0,0,0,0,0,0
Lin Yinsun,2.1,China,agribusiness,1517,57.0,"Shanghai, China",China,,,"EMBA, China Europe International Business School",True,AS,CN,0,1,0,0,0,0,0,1
Liu Zhongtian & family,2.1,China,aluminum products,1517,57.0,"Liaoyang, China",China,Married,,"Diploma, Liaoning Radio and TV University",True,AS,CN,0,1,0,0,0,0,0,1
Daniel Lubetzky,2.1,United States,snack bars,1517,52.0,"New York, New York",United States,Married,4.0,"Bachelor of Arts/Science, Trinity University of San Antonio",True,NAm,US,0,0,0,1,0,0,1,0
Prayudh Mahagitsiri,2.1,Thailand,"coffee, shipping",1517,75.0,"Bangkok, Thailand",Thailand,Married,3.0,,False,AS,TH,0,1,0,0,0,0,0,0
Igor Makarov,2.1,Russia,investments,1517,59.0,"Miami, Florida",Russia,Married,2.0,"Bachelor of Arts/Science, Turkmen State University",True,EU,RU,0,0,1,0,0,0,0,0
Kishore Mariwala,2.1,India,consumer goods,1517,86.0,"Mumbai, India",India,Married,2.0,"Bachelor of Science in Engineering, Bombay University; Master of Science in Engineering, Massachusetts Institute of Technology",False,AS,IN,0,1,0,0,0,0,0,0
Howard Marks,2.1,United States,private equity,1517,75.0,"New York, New York",United States,Married,2.0,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True,NAm,US,0,0,0,1,0,0,1,0
Katarina Martinson,2.1,Sweden,investments,1517,40.0,"Stockholm, Sweden",Sweden,Married,,,False,EU,SE,0,0,1,0,0,0,0,0
Vincent McMahon,2.1,United States,entertainment,1517,75.0,"Greenwich, Connecticut",United States,Married,2.0,"Bachelor of Arts/Science, East Carolina University",True,NAm,US,0,0,0,1,0,0,1,0
David Murdock,2.1,United States,"Dole, real estate",1517,98.0,"Ventura, California",United States,Widowed,3.0,"Drop Out, High School",True,NAm,US,0,0,0,1,0,0,1,0
Vikas Oberoi,2.1,India,real estate,1517,50.0,"Mumbai, India",India,Married,2.0,"Bachelor of Arts/Science, Bombay University",False,AS,IN,0,1,0,0,0,0,0,0
Erik Paulsson & family,2.1,Sweden,"construction, real estate",1517,79.0,"Båstad, Sweden",Sweden,Married,,,True,EU,SE,0,0,1,0,0,0,0,0
Roger Penske,2.1,United States,cars,1517,84.0,"Birmingham, Michigan",United States,Married,5.0,"Drop Out, Lehigh University",True,NAm,US,0,0,0,1,0,0,1,0
Florentino Perez,2.1,Spain,construction,1517,74.0,"Madrid, Spain",Spain,Widowed,3.0,,True,EU,ES,0,0,1,0,0,0,0,0
Phil Ruffin,2.1,United States,"casinos, real estate",1517,86.0,"Las Vegas, Nevada",United States,Married,5.0,"Drop Out, Wichita State University",True,NAm,US,0,0,0,1,0,0,1,0
Richard Sands,2.1,United States,liquor,1517,70.0,"Delray Beach, Florida",United States,,,"Doctorate, University of North Carolina; Bachelor of Arts/Science, University of Vermont",False,NAm,US,0,0,0,1,0,0,1,0
Robert Sands,2.1,United States,liquor,1517,62.0,"Delray Beach, Florida",United States,Married,,"Law Degree, Pace University; Bachelor of Arts/Science, Skidmore College",False,NAm,US,0,0,0,1,0,0,1,0
Dieter Schnabel,2.1,Germany,chemicals,1517,75.0,"Hamburg, Germany",Germany,Married,3.0,,False,EU,DE,0,0,1,0,0,0,0,0
Christiane Schoeller,2.1,Germany,publishing,1517,,,Germany,,,,False,EU,DE,0,0,1,0,0,0,0,0
Jeffrey Talpins,2.1,United States,hedge fund,1517,46.0,"Larchmont, New York",United States,Married,,"Bachelor of Arts/Science, Yale University",True,NAm,US,0,0,0,1,0,0,1,0
Timur Turlov,2.1,Russia,stock brokerage,1517,33.0,"Almaty, Kazakhstan",Russia,Married,6.0,"Bachelor of Science, Moscow State Technical University",True,EU,RU,0,0,1,0,0,0,0,0
Sandro Veronesi & family,2.1,Italy,fashion,1517,61.0,"Milan, Italy",Italy,Married,,"Bachelor of Arts/Science, University of Verona",True,EU,IT,0,0,1,0,0,0,0,0
Wang Chou-hsiong,2.1,Taiwan,footwear,1517,80.0,"Yunlin, Taiwan",Taiwan,Married,2.0,"Master of Arts/Science, National Central University; Bachelor of Business Administration, National Taiwan University",True,AS,TW,0,1,0,0,0,0,0,0
Wang Minwen,2.1,China,semiconductor,1517,57.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Weng Xianding,2.1,China,medical devices,1517,59.0,"Shenzhen, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Michael Xie,2.1,United States,cybersecurity,1517,52.0,"Los Altos Hills, California",United States,Married,,"Master of Science, Tsinghua University; Master of Science, University of Manitoba",True,NAm,US,0,0,0,1,0,0,1,0
Yuan Fugen & family,2.1,China,metal processing,1517,70.0,"Suzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Zhao Fenggang,2.1,China,batteries,1517,55.0,"Ningde, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Zhou Zongwen & family,2.1,China,jewelry,1517,64.0,"Shenzhen, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
S. Daniel Abraham,2.0,United States,Slim-Fast,1580,96.0,"Palm Beach, Florida",United States,Married,6.0,"Diploma, High School",True,NAm,US,0,0,0,1,0,0,1,0
Isak Andic & family,2.0,Spain,fashion retail,1580,67.0,"Barcelona, Spain",Spain,Divorced,3.0,,True,EU,ES,0,0,1,0,0,0,0,0
Roberto Angelini Rossi,2.0,Chile,"forestry, mining",1580,72.0,"Santiago, Chile",Chile,Married,4.0,"Bachelor of Arts/Science, Pontificia Universidad de Chile",False,SA,CL,0,0,0,0,0,1,0,0
Masaaki Arai,2.0,Japan,home sales,1580,55.0,"Tokyo, Japan",Japan,,,,True,AS,JP,0,1,0,0,0,0,0,0
George Argyros & family,2.0,United States,"real estate, investments",1580,84.0,"Newport Beach, California",United States,Married,3.0,"Bachelor of Arts/Science, Chapman University",True,NAm,US,0,0,0,1,0,0,1,0
Pavel Baudis,2.0,Czechia,software,1580,60.0,"Prague, Czechia",Czechia,Married,2.0,,True,EU,CZ,0,0,1,0,0,0,0,0
Anne Beaufour,2.0,France,pharmaceuticals,1580,57.0,United Kingdom,France,Married,,,False,EU,FR,0,0,1,0,0,0,0,0
Henri Beaufour,2.0,France,pharmaceuticals,1580,55.0,"London, United Kingdom",France,Married,,,False,EU,FR,0,0,1,0,0,0,0,0
Brett Blundy,2.0,Australia,"retail, agribusiness",1580,61.0,"Paradise Island, Bahamas",Australia,Married,2.0,,True,OC,AU,0,0,0,0,1,0,0,0
J. Hyatt Brown,2.0,United States,insurance,1580,83.0,"Ormond Beach, Florida",United States,Married,,"Bachelor of Arts/Science, University of Florida",False,NAm,US,0,0,0,1,0,0,1,0
Dai Wenjun,2.0,China,food,1580,52.0,"Changsha, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Sol Daurella,2.0,Spain,Coca-Cola bottler,1580,55.0,"Madrid, Spain",Spain,Married,,,False,EU,ES,0,0,1,0,0,0,0,0
John de Mol,2.0,Netherlands,TV programs,1580,66.0,"Blaricum, Netherlands",Netherlands,Single,1.0,,True,EU,NL,0,0,1,0,0,0,0,0
Dou Zhenggang,2.0,China,"energy, chemicals",1580,67.0,"Hangzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Glenn Dubin,2.0,United States,hedge funds,1580,64.0,"New York, New York",United States,Married,3.0,"Bachelor of Arts/Science, SUNY Stony Brook",True,NAm,US,0,0,0,1,0,0,1,0
John Elkann,2.0,Italy,"FIAT, investments",1580,45.0,"Turin, Italy",Italy,,,"Bachelor of Engineering, Politecnico di Torino",False,EU,IT,0,0,1,0,0,0,0,0
Ibrahim Erdemoglu,2.0,Turkey,carpet,1580,58.0,"Istanbul, Turkey",Turkey,Married,3.0,,True,AS,TR,0,1,0,0,0,0,0,0
Andy Fang,2.0,United States,food delivery app,1580,28.0,"MONTE VISTA, California",United States,,,"Bachelor of Arts/Science, Stanford University",True,NAm,US,0,0,0,1,0,0,1,0
Fang Hongbo,2.0,China,home appliances,1580,54.0,"Shunde, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Kenneth Feld & family,2.0,United States,live entertainment,1580,72.0,"Sarasota, Florida",United States,Separated,3.0,"Bachelor of Arts/Science, Boston University",False,NAm,US,0,0,0,1,0,0,1,0
Walter Frey,2.0,Switzerland,car dealerships,1580,77.0,"Küsnacht, Switzerland",Switzerland,,,"Bachelor of Business Administration, London School of Economics; Bachelor of Business Administration, University of Zurich",False,EU,CH,0,0,1,0,0,0,0,0
Yasuhiro Fukushima,2.0,Japan,video games,1580,73.0,"Tokyo, Japan",Japan,Married,,"Bachelor of Arts/Science, Nihon University",True,AS,JP,0,1,0,0,0,0,0,0
Dennis Gillings,2.0,United Kingdom,drug testing,1580,77.0,"Durham, North Carolina",United Kingdom,,,,True,EU,GB,0,0,1,0,0,0,0,0
Sam Goi,2.0,Singapore,frozen foods,1580,74.0,"Singapore, Singapore",Singapore,Married,3.0,,True,AS,SG,0,1,0,0,0,0,0,0
Bahaa Hariri,2.0,Lebanon,"real estate, investments",1580,55.0,"Geneva, Switzerland",Lebanon,Married,,"Bachelor of Arts/Science, Boston University",False,AS,LB,0,1,0,0,0,0,0,0
Ilona Herlin,2.0,Finland,"elevators, escalators",1580,56.0,"Helsinki, Finland",Finland,Married,,,False,EU,FI,0,0,1,0,0,0,0,0
Jeffery Hildebrand,2.0,United States,oil,1580,62.0,"Houston, Texas",United States,Married,3.0,"Bachelor of Arts/Science, The University of Texas at Austin; Master of Science, The University of Texas at Austin",True,NAm,US,0,0,0,1,0,0,1,0
J. Tomilson Hill,2.0,United States,investments,1580,72.0,"New York, New York",United States,Married,2.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Orion Hindawi,2.0,United States,software,1580,41.0,"Seattle, Washington",United States,Married,2.0,"Drop Out, University of California, Berkeley",True,NAm,US,0,0,0,1,0,0,1,0
Reid Hoffman,2.0,United States,LinkedIn,1580,53.0,"Palo Alto, California",United States,Married,,"Master of Science, Oxford University; Bachelor of Arts/Science, Stanford University",True,NAm,US,0,0,0,1,0,0,1,0
Hou Juncheng,2.0,China,cosmetics,1580,56.0,"Hangzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
W. Herbert Hunt,2.0,United States,oil,1580,92.0,"Dallas, Texas",United States,Married,5.0,,False,NAm,US,0,0,0,1,0,0,1,0
George Joseph,2.0,United States,insurance,1580,99.0,"Los Angeles, California",United States,Married,5.0,"Bachelor of Arts/Science, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Ke Yunfeng & family,2.0,China,retailing,1580,54.0,"Guangzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Sergei Kolesnikov,2.0,Russia,building materials,1580,49.0,"Moscow, Russia",Russia,Married,4.0,"Master of Science, Moscow Institute of Physics and Technology",True,EU,RU,0,0,1,0,0,0,0,0
Thomas Lee,2.0,United States,private equity,1580,77.0,"New York, New York",United States,Married,5.0,"Bachelor of Arts/Science, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Peter Leibinger,2.0,Germany,machine tools,1580,54.0,"Schwieberdingen, Germany",Germany,Married,4.0,,False,EU,DE,0,0,1,0,0,0,0,0
Regine Leibinger,2.0,Germany,machine tools,1580,58.0,"Berlin, Germany",Germany,Married,2.0,,False,EU,DE,0,0,1,0,0,0,0,0
Nicola Leibinger-Kammueller,2.0,Germany,manufacturing,1580,61.0,"Berlin, Germany",Germany,Married,4.0,,False,EU,DE,0,0,1,0,0,0,0,0
Solomon Lew,2.0,Australia,retail,1580,76.0,"Melbourne, Australia",Australia,Married,3.0,,True,OC,AU,0,0,0,0,1,0,0,0
Li Yong,2.0,China,education,1580,44.0,"Shanghai, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Liu Yachao,2.0,China,education,1580,40.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Jeffrey Lorberbaum,2.0,United States,flooring,1580,66.0,"Chattanooga, Tennessee",United States,Married,,"Bachelor of Arts/Science, University of Denver",False,NAm,US,0,0,0,1,0,0,1,0
Jed McCaleb,2.0,United States,cryptocurrency,1580,46.0,"Berkeley, California",United States,,,,True,NAm,US,0,0,0,1,0,0,1,0
Craig McCaw,2.0,United States,telecom,1580,71.0,"Hunts Point, Washington",United States,Married,3.0,"Bachelor of Arts/Science, Stanford University",False,NAm,US,0,0,0,1,0,0,1,0
Miao Yongjun,2.0,China,clinical diagnostics,1580,53.0,"Zhengzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Robert Miller,2.0,Canada,electronics components,1580,75.0,"Montreal, Canada",Canada,Divorced,2.0,"Bachelor of Arts/Science, Rider University",True,NAm,CA,0,0,0,1,0,0,0,0
Charles Munger,2.0,United States,Berkshire Hathaway,1580,97.0,"Los Angeles, California",United States,Widowed,8.0,"Doctor of Jurisprudence, Harvard University; Drop Out, University of Michigan",True,NAm,US,0,0,0,1,0,0,1,0
David Nahmad,2.0,Monaco,art collection,1580,74.0,"New York, New York",Monaco,Married,3.0,,True,EU,MC,0,0,1,0,0,0,0,0
Jonathan Nelson,2.0,United States,private equity,1580,64.0,"Providence, Rhode Island",United States,"Widowed, Remarried",3.0,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Pierre Karl Péladeau,2.0,Canada,media,1580,59.0,"Montreal, Canada",Canada,In Relationship,3.0,,False,NAm,CA,0,0,0,1,0,0,0,0
Kevin Plank,2.0,United States,Under Armour,1580,48.0,"Lutherville-Timonium, Maryland",United States,Married,2.0,"Master of Business Administration, Robert H. Smith School of Business; Bachelor of Arts/Science, University of Maryland",True,NAm,US,0,0,0,1,0,0,1,0
Alberto Prada,2.0,Italy,luxury goods,1580,67.0,"Milan, Italy",Italy,,,,False,EU,IT,0,0,1,0,0,0,0,0
Marina Prada,2.0,Italy,luxury goods,1580,75.0,"Milan, Italy",Italy,,,,False,EU,IT,0,0,1,0,0,0,0,0
Mahendra Prasad,2.0,India,pharmaceuticals,1580,81.0,"Delhi, India",India,Married,,,True,AS,IN,0,1,0,0,0,0,0,0
Jennifer Pritzker,2.0,United States,"hotels, investments",1580,70.0,"Chicago, Illinois",United States,Divorced,3.0,"Bachelor of Arts/Science, Loyola University Illinois",False,NAm,US,0,0,0,1,0,0,1,0
Linda Pritzker,2.0,United States,"hotels, investments",1580,67.0,"Missoula, Montana",United States,Divorced,3.0,,False,NAm,US,0,0,0,1,0,0,1,0
"Joe Rogers, Jr.",2.0,United States,Waffle House,1580,,"Atlanta, Georgia",United States,Married,,,False,NAm,US,0,0,0,1,0,0,1,0
Igor Rybakov,2.0,Russia,building materials,1580,48.0,"Moscow, Russia",Russia,Married,4.0,"Master of Science, Moscow Institute of Physics and Technology",True,EU,RU,0,0,1,0,0,0,0,0
Sathien Setthasit,2.0,Thailand,energy drinks,1580,67.0,"Bangkok, Thailand",Thailand,Married,3.0,,True,AS,TH,0,1,0,0,0,0,0,0
Mikhail Shelkov,2.0,Russia,titanium,1580,52.0,"Moscow, Russia",Russia,,,"Master of Science, Moscow Institute of Physics and Technology",True,EU,RU,0,0,1,0,0,0,0,0
Shen Xiqiang & family,2.0,China,chemical,1580,73.0,"Yixing, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Thaksin Shinawatra,2.0,Thailand,investments,1580,71.0,"Dubai, United Arab Emirates",Thailand,Divorced,3.0,"Master of Science, Eastern Kentucky University",True,AS,TH,0,1,0,0,0,0,0,0
Martua Sitorus,2.0,Indonesia,palm oil,1580,61.0,"Singapore, Singapore",Indonesia,Married,4.0,,True,AS,ID,0,1,0,0,0,0,0,0
Sylvia Stroeher,2.0,Germany,cosmetics,1580,65.0,"Darmstadt, Germany",Germany,Married,1.0,,False,EU,DE,0,0,1,0,0,0,0,0
Alexander Svetakov,2.0,Russia,real estate,1580,53.0,"Moscow, Russia",Russia,Divorced,4.0,"Bachelor of Science in Engineering, Moscow Institute of Electronic Technology",True,EU,RU,0,0,1,0,0,0,0,0
Stanley Tang,2.0,United States,food delivery app,1580,28.0,"San Francisco, California",United States,,,"Bachelor of Arts/Science, Stanford University",True,NAm,US,0,0,0,1,0,0,1,0
Tang Xiuguo,2.0,China,manufacturing,1580,57.0,"Changsha, China",China,Married,1.0,"Bachelor of Arts/Science, Central South University",True,AS,CN,0,1,0,0,0,0,0,1
Alain Taravella,2.0,France,real estate development,1580,73.0,"Paris, France",France,,,,True,EU,FR,0,0,1,0,0,0,0,0
Wichai Thongtang,2.0,Thailand,investments,1580,74.0,"Bangkok, Thailand",Thailand,Widowed,4.0,,True,AS,TH,0,1,0,0,0,0,0,0
Arvind Tiku,2.0,India,"oil & gas, investments",1580,51.0,"Singapore, Singapore",India,Married,2.0,,True,AS,IN,0,1,0,0,0,0,0,0
Hamdi Ulukaya,2.0,Turkey,greek yogurt,1580,48.0,"Norwich, New York",Turkey,Married,,,True,AS,TR,0,1,0,0,0,0,0,0
Georg von Opel,2.0,Switzerland,"real estate, investments",1580,55.0,"London, United Kingdom",Switzerland,Married,5.0,University of Rhode Island,False,EU,CH,0,0,1,0,0,0,0,0
Wang Chaobin,2.0,China,real estate,1580,65.0,"Zhengzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Wang Zhenghua,2.0,China,budget airline,1580,77.0,"Shanghai, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Wei Ing-Chou,2.0,Taiwan,"food, beverages",1580,67.0,"Tianjin, China",Taiwan,Married,3.0,,True,AS,TW,0,1,0,0,0,0,0,0
Horst Wortmann,2.0,Germany,footwear,1580,79.0,"Detmold, Germany",Germany,Married,,,True,EU,DE,0,0,1,0,0,0,0,0
Wu Junbao,2.0,China,education,1580,55.0,"Hefei, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Wu Kai,2.0,China,batteries,1580,53.0,"Ningde, China",China,,,"Ph.D, Shanghai Jiao Tong University",True,AS,CN,0,1,0,0,0,0,0,1
Amy Wyss,2.0,United States,medical equipment,1580,50.0,"Wilson, Wyoming",United States,,,"Bachelor of Arts/Science, Skidmore College",False,NAm,US,0,0,0,1,0,0,1,0
Xue Xiangdong & family,2.0,China,software,1580,62.0,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Hunan University",True,AS,CN,0,1,0,0,0,0,0,1
Yan Zhi,2.0,China,real estate,1580,48.0,"Wuhan, China",China,Married,,"Master of Business Administration, Wuhan University",True,AS,CN,0,1,0,0,0,0,0,1
William Young,2.0,United States,plastics,1580,80.0,"Ypsilanti, Michigan",United States,Married,4.0,"Bachelor of Science in Engineering, University of Detroit Mercy",True,NAm,US,0,0,0,1,0,0,1,0
Zhang Xuansong,2.0,China,supermarkets,1580,49.0,"Fuzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Noubar Afeyan,1.9,United States,biotech,1664,58.0,"Lexington, Massachusetts",United States,Married,,"Ph.D, Massachusetts Institute of Technology; Bachelor of Science, McGill Univeristy",True,NAm,US,0,0,0,1,0,0,1,0
Aziz Akhannouch & family,1.9,Morocco,"petroleum, diversified",1664,60.0,"Casablanca, Morocco",Morocco,Married,3.0,"Master of Business Administration, Universite de Sherbrooke",False,AF,MA,1,0,0,0,0,0,0,0
Joao Alves de Queiroz Filho,1.9,Brazil,pharmaceuticals,1664,68.0,"São Paulo, Brazil",Brazil,Divorced,3.0,"Bachelor of Arts/Science, Faculdade Dom Pedro II",True,SA,BR,0,0,0,0,0,1,0,0
Andrey Andreev,1.9,United Kingdom,online dating,1664,47.0,"London, United Kingdom",United Kingdom,Single,,,True,EU,GB,0,0,1,0,0,0,0,0
Felix Baker,1.9,United States,biotech investing,1664,52.0,"New York, New York",United States,,,,True,NAm,US,0,0,0,1,0,0,1,0
Julian Baker,1.9,United States,investing,1664,54.0,"New York, New York",United States,,,,True,NAm,US,0,0,0,1,0,0,1,0
Lee Bass,1.9,United States,"oil, investments",1664,64.0,"Fort Worth, Texas",United States,Married,,"Master of Business Administration, University of Pennsylvania, The Wharton School; Bachelor of Arts/Science, Yale University",False,NAm,US,0,0,0,1,0,0,1,0
Andrey Blokh,1.9,Russia,cannabis,1664,57.0,"Moscow, Russia",Russia,,3.0,,True,EU,RU,0,0,1,0,0,0,0,0
Josef Boquoi & family,1.9,Germany,frozen foods,1664,87.0,"Straelen, Germany",Germany,,3.0,,True,EU,DE,0,0,1,0,0,0,0,0
Nicola Bulgari,1.9,Italy,luxury goods,1664,80.0,"Rome, Italy",Italy,,4.0,"Diploma, High School",False,EU,IT,0,0,1,0,0,0,0,0
Chen Shiliang,1.9,China,polyester,1664,57.0,"Tongxiang, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Chen Tei-fu,1.9,Taiwan,herbal products,1664,73.0,"Los Angeles, California",Taiwan,Married,5.0,"Drop Out, Brigham Young University; Bachelor of Arts/Science, Kaohsiung Medical University",True,AS,TW,0,1,0,0,0,0,0,0
Chung Yong-jin,1.9,South Korea,retail,1664,52.0,"Seoul, South Korea",South Korea,Married,4.0,"Bachelor of Arts/Science, Brown University",False,AS,KR,0,1,0,0,0,0,0,0
Thierry Cruanes,1.9,United States,software,1664,53.0,"San Mateo, California",United States,Married,2.0,"Master of Science, Université de Caen Normandie; Ph.D, University Paris VI - Pierre et Marie Curie",True,NAm,US,0,0,0,1,0,0,1,0
Benoit Dageville,1.9,United States,software,1664,54.0,"San Carlos, California",United States,Married,2.0,"Bachelor of Science, Université de Paris VI; Master of Science, Université de Paris VI; Ph.D, Université de Paris VI",True,NAm,US,0,0,0,1,0,0,1,0
Beda Diethelm,1.9,Switzerland,hearing aids,1664,80.0,"Zurich, Switzerland",Switzerland,,,,True,EU,CH,0,0,1,0,0,0,0,0
James Dinan,1.9,United States,hedge funds,1664,61.0,"North Salem, New York",United States,Married,3.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True,NAm,US,0,0,0,1,0,0,1,0
Mark Dixon,1.9,United Kingdom,office real estate,1664,61.0,"Monaco, Monaco",United Kingdom,Divorced,5.0,,True,EU,GB,0,0,1,0,0,0,0,0
Bulent Eczacibasi,1.9,Turkey,"pharmaceuticals, diversified",1664,71.0,"Istanbul, Turkey",Turkey,Married,2.0,"Bachelor of Arts/Science, Imperial College London; Master of Science, Massachusetts Institute of Technology",False,AS,TR,0,1,0,0,0,0,0,0
Fred Ehrsam,1.9,United States,cryptocurrency exchange,1664,32.0,"Miami, Florida",United States,,,"Bachelor of Science, Duke Univeristy",True,NAm,US,0,0,0,1,0,0,1,0
Francois Feuillet,1.9,France,"motorhomes, RVs",1664,72.0,"Paris, France",France,Married,,,False,EU,FR,0,0,1,0,0,0,0,0
Robert Fisher,1.9,United States,Gap,1664,67.0,"San Francisco, California",United States,Married,3.0,"Bachelor of Arts/Science, Princeton University; Master of Business Administration, Stanford University",False,NAm,US,0,0,0,1,0,0,1,0
