Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,continent,country_code,Continent_AF,Continent_AS,Continent_EU,Continent_NA,Continent_OC,Continent_SA,Country_US,Country_CN
Jeff Bezos,177.0,United States,Amazon,1,57.0,"Seattle, Washington",United States,In Relationship,4.0,"Bachelor of Arts/Science, Princeton University",True,NAm,US,0,0,0,1,0,0,1,0
Elon Musk,151.0,United States,"Tesla, SpaceX",2,49.0,"Austin, Texas",United States,In Relationship,7.0,"Bachelor of Arts/Science, University of Pennsylvania",True,NAm,US,0,0,0,1,0,0,1,0
Bernard Arnault & family,150.0,France,LVMH,3,72.0,"Paris, France",France,Married,5.0,"Bachelor of Arts/Science, Ecole Polytechnique de Paris",False,EU,FR,0,0,1,0,0,0,0,0
Bill Gates,124.0,United States,Microsoft,4,65.0,"Medina, Washington",United States,Divorced,3.0,"Drop Out, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Mark Zuckerberg,97.0,United States,Facebook,5,36.0,"Palo Alto, California",United States,Married,2.0,"Drop Out, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Warren Buffett,96.0,United States,Berkshire Hathaway,6,90.0,"Omaha, Nebraska",United States,"Widowed, Remarried",3.0,"Master of Science, Columbia University; Bachelor of Arts/Science, University of Nebraska Lincoln",True,NAm,US,0,0,0,1,0,0,1,0
Larry Ellison,93.0,United States,software,7,76.0,"Lanai, Hawaii",United States,In Relationship,4.0,"Drop Out, University of Chicago; Drop Out, University of Illinois, Urbana-Champaign",True,NAm,US,0,0,0,1,0,0,1,0
Larry Page,91.5,United States,Google,8,48.0,"Palo Alto, California",United States,Married,1.0,"Master of Science, Stanford University; Bachelor of Arts/Science, University of Michigan",True,NAm,US,0,0,0,1,0,0,1,0
Sergey Brin,89.0,United States,Google,9,47.0,"Los Altos, California",United States,Married,3.0,"Master of Science, Stanford University; Bachelor of Arts/Science, University of Maryland, College Park",True,NAm,US,0,0,0,1,0,0,1,0
Mukesh Ambani,84.5,India,diversified,10,64.0,"Mumbai, India",India,Married,3.0,"Drop Out, Stanford University; Bachelor of Science in Engineering, University of Mumbai",False,AS,IN,0,1,0,0,0,0,0,0
Amancio Ortega,77.0,Spain,Zara,11,85.0,"La Coruna, Spain",Spain,Married,3.0,,True,EU,ES,0,0,1,0,0,0,0,0
Francoise Bettencourt Meyers & family,73.6,France,L'Oréal,12,67.0,"Paris, France",France,Married,2.0,,False,EU,FR,0,0,1,0,0,0,0,0
Zhong Shanshan,68.9,China,"beverages, pharmaceuticals",13,66.0,"Hangzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Steve Ballmer,68.7,United States,Microsoft,14,65.0,"Hunts Point, Washington",United States,Married,3.0,"Bachelor of Arts/Science, Harvard University; Drop Out, Stanford University",True,NAm,US,0,0,0,1,0,0,1,0
Ma Huateng,65.8,China,internet media,15,49.0,"Shenzhen, China",China,Married,,"Bachelor of Arts/Science, Shenzhen University",True,AS,CN,0,1,0,0,0,0,0,1
Carlos Slim Helu & family,62.8,Mexico,telecom,16,81.0,"Mexico City, Mexico",Mexico,Widowed,6.0,"Bachelor of Arts/Science, Universidad Nacional Autonoma de Mexico",True,NAm,MX,0,0,0,1,0,0,0,0
Alice Walton,61.8,United States,Walmart,17,71.0,"Fort Worth, Texas",United States,Divorced,,"Bachelor of Arts/Science, Trinity University",False,NAm,US,0,0,0,1,0,0,1,0
Jim Walton,60.2,United States,Walmart,18,72.0,"Bentonville, Arkansas",United States,Married,4.0,"Bachelor of Arts/Science, University of Arkansas",False,NAm,US,0,0,0,1,0,0,1,0
Rob Walton,59.5,United States,Walmart,19,76.0,"Bentonville, Arkansas",United States,Married,3.0,"Doctor of Jurisprudence, Columbia University; Bachelor of Arts/Science, University of Arkansas",False,NAm,US,0,0,0,1,0,0,1,0
Michael Bloomberg,59.0,United States,Bloomberg LP,20,79.0,"New York, New York",United States,In Relationship,2.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Johns Hopkins University",True,NAm,US,0,0,0,1,0,0,1,0
Colin Zheng Huang,55.3,China,e-commerce,21,41.0,"Shanghai, China",China,,,"Master, University of Wisconsin Madison; Bachelor of Arts/Science, Zhejiang University",True,AS,CN,0,1,0,0,0,0,0,1
MacKenzie Scott,53.0,United States,Amazon,22,51.0,"Seattle, Washington",United States,Married,4.0,"Bachelor of Arts/Science, Princeton University",False,NAm,US,0,0,0,1,0,0,1,0
Daniel Gilbert,51.9,United States,Quicken Loans,23,59.0,"Franklin, Michigan",United States,Married,5.0,"Bachelor of Arts/Science, Michigan State University; LLB, Wayne State University",True,NAm,US,0,0,0,1,0,0,1,0
Gautam Adani & family,50.5,India,"infrastructure, commodities",24,58.0,"Ahmedabad, India",India,Married,2.0,,True,AS,IN,0,1,0,0,0,0,0,0
Phil Knight & family,49.9,United States,Nike,25,83.0,"Hillsboro, Oregon",United States,Married,3.0,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Oregon",True,NAm,US,0,0,0,1,0,0,1,0
Jack Ma,48.4,China,e-commerce,26,56.0,"Hangzhou, China",China,Married,,"Bachelor of Arts/Science, Hangzhou Teacher's Institute",True,AS,CN,0,1,0,0,0,0,0,1
Charles Koch,46.4,United States,Koch Industries,27,85.0,"Wichita, Kansas",United States,Married,2.0,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology",False,NAm,US,0,0,0,1,0,0,1,0
Julia Koch & family,46.4,United States,Koch Industries,27,59.0,"New York, New York",United States,Widowed,3.0,,False,NAm,US,0,0,0,1,0,0,1,0
Masayoshi Son,45.4,Japan,"internet, telecom",29,63.0,"Tokyo, Japan",Japan,Married,2.0,"Bachelor of Arts/Science, University of California, Berkeley",True,AS,JP,0,1,0,0,0,0,0,0
Michael Dell,45.1,United States,Dell computers,30,56.0,"Austin, Texas",United States,Married,4.0,"Drop Out, The University of Texas at Austin",True,NAm,US,0,0,0,1,0,0,1,0
Tadashi Yanai & family,44.1,Japan,fashion retail,31,72.0,"Tokyo, Japan",Japan,Married,2.0,"Bachelor of Arts/Science, Waseda University",True,AS,JP,0,1,0,0,0,0,0,0
François Pinault & family,42.3,France,luxury goods,32,84.0,"Paris, France",France,Married,3.0,"Drop Out, High School",True,EU,FR,0,0,1,0,0,0,0,0
David Thomson & family,41.8,Canada,media,33,63.0,"Toronto, Canada",Canada,Divorced,4.0,"Master of Arts, University of Cambridge",False,NAm,CA,0,0,0,1,0,0,0,0
Beate Heister & Karl Albrecht Jr.,39.2,Germany,supermarkets,34,,Germany,Germany,,,,False,EU,DE,0,0,1,0,0,0,0,0
Wang Wei,39.0,China,package delivery,35,50.0,"Shenzhen, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Miriam Adelson,38.2,United States,casinos,36,75.0,"Las Vegas, Nevada",United States,Widowed,5.0,"Bachelor of Science, Hebrew University Jerusalem",False,NAm,US,0,0,0,1,0,0,1,0
He Xiangjian,37.7,China,home appliances,37,78.0,"Foshan, China",China,Married,3.0,,True,AS,CN,0,1,0,0,0,0,0,1
Dieter Schwarz,36.9,Germany,retail,38,81.0,"Neckarsulm, Germany",Germany,Married,2.0,,False,EU,DE,0,0,1,0,0,0,0,0
Zhang Yiming,35.6,China,TikTok,39,37.0,"Beijing, China",China,,,"Bachelor of Engineering, Nankai University",True,AS,CN,0,1,0,0,0,0,0,1
Giovanni Ferrero,35.1,Italy,"Nutella, chocolates",40,56.0,"Brussels, Belgium",Italy,Married,2.0,,False,EU,IT,0,0,1,0,0,0,0,0
Alain Wertheimer,34.5,France,Chanel,41,72.0,"New York, New York",France,Married,3.0,,False,EU,FR,0,0,1,0,0,0,0,0
Gerard Wertheimer,34.5,France,Chanel,41,70.0,"New York, New York",France,Married,2.0,,False,EU,FR,0,0,1,0,0,0,0,0
Li Ka-shing,33.7,Hong Kong,diversified,43,92.0,Hong Kong,Hong Kong,Widowed,2.0,"Drop Out, High School",True,AS,HK,0,1,0,0,0,0,0,0
Qin Yinglin & family,33.5,China,pig breeding,44,56.0,"Nanyang, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
William Lei Ding,33.0,China,online games,45,49.0,"Hangzhou, China",China,,,"Bachelor of Arts/Science, University of Electronic Science and Technology of China",True,AS,CN,0,1,0,0,0,0,0,1
Len Blavatnik,32.0,United States,"music, chemicals",46,63.0,"London, United Kingdom",United States,Married,,"Master of Science, Columbia University; Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Moscow State University",True,NAm,US,0,0,0,1,0,0,1,0
Lee Shau Kee,31.7,Hong Kong,real estate,47,93.0,"Hong Kong, Hong Kong",Hong Kong,Divorced,5.0,,True,AS,HK,0,1,0,0,0,0,0,0
Jacqueline Mars,31.3,United States,"candy, pet food",48,81.0,"The Plains, Virginia",United States,Divorced,3.0,"Bachelor of Arts/Science, Bryn Mawr College",False,NAm,US,0,0,0,1,0,0,1,0
John Mars,31.3,United States,"candy, pet food",48,85.0,"Jackson, Wyoming",United States,Married,3.0,"Diploma, The Hotchkiss School; Bachelor of Arts/Science, Yale University",False,NAm,US,0,0,0,1,0,0,1,0
Yang Huiyan & family,29.6,China,real estate,50,39.0,"Foshan, China",China,Married,,"Bachelor of Arts/Science, Ohio State University",False,AS,CN,0,1,0,0,0,0,0,1
Alexey Mordashov & family,29.1,Russia,"steel, investments",51,55.0,"Moscow, Russia",Russia,Married,7.0,"Bachelor of Arts/Science, Leningrad Institute of Economics; Master of Business Administration, University of Northumbria",True,EU,RU,0,0,1,0,0,0,0,0
Robin Zeng,28.4,Hong Kong,batteries,52,52.0,"Ningde, China",Hong Kong,,,"Doctorate, Chinese Academy of Social Sciences",True,AS,HK,0,1,0,0,0,0,0,0
Hui Ka Yan,27.7,China,real estate,53,62.0,"Shenzhen, China",China,Married,2.0,"Bachelor of Arts/Science, Wuhan U of  Science & Tec",True,AS,CN,0,1,0,0,0,0,0,1
Susanne Klatten,27.7,Germany,"BMW, pharmaceuticals",53,59.0,"Bad Homburg, Germany",Germany,Married,3.0,"Master of Business Administration, International Institute for Management and Development",False,EU,DE,0,0,1,0,0,0,0,0
Vladimir Potanin,27.0,Russia,metals,55,60.0,"Moscow, Russia",Russia,Married,7.0,"Bachelor of Arts/Science, Moscow Institute of International Relations",True,EU,RU,0,0,1,0,0,0,0,0
Dietrich Mateschitz,26.9,Austria,Red Bull,56,76.0,"Fuschl am See, Austria",Austria,Single,1.0,"Master of Business Administration, University of Vienna",True,EU,AT,0,0,1,0,0,0,0,0
Pang Kang,26.4,China,soy sauce,57,65.0,"Foshan, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Klaus-Michael Kuehne,26.3,Germany,shipping,58,83.0,"Schindellegi, Switzerland",Germany,Married,,,False,EU,DE,0,0,1,0,0,0,0,0
Vladimir Lisin,26.2,Russia,"steel, transport",59,65.0,"Moscow, Russia",Russia,Married,3.0,"Doctorate, Russian Academy of Economics; Bachelor of Arts/Science, Siberian Metallurgical Institute",True,EU,RU,0,0,1,0,0,0,0,0
Wang Xing,26.1,China,e-commerce,60,42.0,"Beijing, China",China,,,"Graduate, Tsinghua University",True,AS,CN,0,1,0,0,0,0,0,1
German Larrea Mota Velasco & family,25.9,Mexico,mining,61,67.0,"Mexico City, Mexico",Mexico,Married,,,False,NAm,MX,0,0,0,1,0,0,0,0
Leonardo Del Vecchio & family,25.8,Italy,eyeglasses,62,85.0,"Milan, Italy",Italy,Married,6.0,,True,EU,IT,0,0,1,0,0,0,0,0
Takemitsu Takizaki,25.8,Japan,sensors,62,75.0,"Osaka, Japan",Japan,Married,,,True,AS,JP,0,1,0,0,0,0,0,0
Leonard Lauder,25.5,United States,Estee Lauder,64,88.0,"New York, New York",United States,"Widowed, Remarried",2.0,"Bachelor of Arts/Science, University of Pennsylvania",False,NAm,US,0,0,0,1,0,0,1,0
Thomas Peterffy,25.0,United States,discount brokerage,65,76.0,"Palm Beach, Florida",United States,Divorced,3.0,"Drop Out, New York University",True,NAm,US,0,0,0,1,0,0,1,0
Vagit Alekperov,24.9,Russia,oil,66,70.0,"Moscow, Russia",Russia,Married,1.0,"Bachelor of Science in Engineering, Azerbaijan Institute of Oil and Chemistry",True,EU,RU,0,0,1,0,0,0,0,0
Leonid Mikhelson,24.9,Russia,"gas, chemicals",66,65.0,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Kuybyshev Engineering and Construction Institute",True,EU,RU,0,0,1,0,0,0,0,0
Jim Simons,24.6,United States,hedge funds,68,83.0,"East Setauket, New York",United States,Married,3.0,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Doctorate, University of California, Berkeley",True,NAm,US,0,0,0,1,0,0,1,0
Jiang Rensheng & family,24.4,China,vaccines,69,67.0,"Chongqing, China",China,Married,1.0,"Associate in Arts/Science, Guilin Medical University",True,AS,CN,0,1,0,0,0,0,0,1
Gina Rinehart,23.6,Australia,mining,70,67.0,"Perth, Australia",Australia,Widowed,4.0,,False,OC,AU,0,0,0,0,1,0,0,0
Rupert Murdoch & family,23.5,United States,"newspapers, TV network",71,90.0,"New York, New York",United States,Married,6.0,"Bachelor of Arts/Science, Oxford University; Master of Arts, Oxford University",False,NAm,US,0,0,0,1,0,0,1,0
Shiv Nadar,23.5,India,software services,71,75.0,"Delhi, India",India,Married,1.0,"Bachelor of Arts/Science, PSG College of Technology",True,AS,IN,0,1,0,0,0,0,0,0
Zhang Zhidong,23.4,China,internet media,73,49.0,"Shenzhen, China",China,,,"Bachelor of Arts/Science, Shenzhen University; Master of Arts, South China University of Technology",True,AS,CN,0,1,0,0,0,0,0,1
Iris Fontbona & family,23.3,Chile,mining,74,78.0,"Santiago, Chile",Chile,Widowed,3.0,,False,SA,CL,0,0,0,0,0,1,0,0
Lei Jun,23.0,China,smartphones,75,51.0,"Beijing, China",China,Married,2.0,"Bachelor of Science in Engineering, Wuhan University",True,AS,CN,0,1,0,0,0,0,0,1
Zhang Yong,23.0,Singapore,restaurants,75,50.0,"Singapore, Singapore",Singapore,Married,,,True,AS,SG,0,1,0,0,0,0,0,0
Richard Qiangdong Liu,22.4,China,e-commerce,77,47.0,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Renmin University of China",True,AS,CN,0,1,0,0,0,0,0,1
Gennady Timchenko,22.0,Russia,"oil, gas",78,68.0,"Moscow, Russia",Russia,Married,3.0,"Bachelor of Arts/Science, Leningrad Mechanical Institute",True,EU,RU,0,0,1,0,0,0,0,0
Stephen Schwarzman,21.9,United States,investments,79,74.0,"New York, New York",United States,Married,3.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Yale University",True,NAm,US,0,0,0,1,0,0,1,0
Goh Cheng Liang,21.7,Singapore,paints,80,93.0,"Singapore, Singapore",Singapore,Widowed,3.0,,True,AS,SG,0,1,0,0,0,0,0,0
Stefan Quandt,21.6,Germany,BMW,81,54.0,"Frankfurt, Germany",Germany,Married,1.0,"Associate in Arts/Science, Technical University of Karlsruhe",False,EU,DE,0,0,1,0,0,0,0,0
Li Xiting,21.5,Singapore,medical devices,82,70.0,"Shenzhen, China",Singapore,,,"Bachelor of Science, University of Science and Technology of China",True,AS,SG,0,1,0,0,0,0,0,0
Pierre Omidyar,21.4,United States,"eBay, PayPal",83,53.0,"Honolulu, Hawaii",United States,Married,3.0,"Bachelor of Arts/Science, Tufts University",True,NAm,US,0,0,0,1,0,0,1,0
Stefan Persson,21.3,Sweden,H&M,84,73.0,"Stockholm, Sweden",Sweden,Married,3.0,"Associate in Arts/Science, University of Stockholm",False,EU,SE,0,0,1,0,0,0,0,0
Abigail Johnson,20.9,United States,money management,85,59.0,"Milton, Massachusetts",United States,Married,2.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Hobart and William Smith",False,NAm,US,0,0,0,1,0,0,1,0
R. Budi Hartono,20.5,Indonesia,"banking, tobacco",86,80.0,"Kudus, Indonesia",Indonesia,Married,3.0,,False,AS,ID,0,1,0,0,0,0,0,0
Andrew Forrest,20.4,Australia,mining,87,59.0,"Perth, Australia",Australia,Married,3.0,"Bachelor of Arts/Science, University of Western Australia",True,OC,AU,0,0,0,0,1,0,0,0
Ray Dalio,20.3,United States,hedge funds,88,71.0,"Greenwich, Connecticut",United States,Married,4.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Long Island University",True,NAm,US,0,0,0,1,0,0,1,0
Michael Hartono,19.7,Indonesia,"banking, tobacco",89,81.0,"Kudus, Indonesia",Indonesia,Married,4.0,,False,AS,ID,0,1,0,0,0,0,0,0
Li Shufu,19.7,China,automobiles,89,57.0,"Hangzhou, China",China,Married,,"Master of Science, Yanshan University",True,AS,CN,0,1,0,0,0,0,0,1
Zhong Huijuan,19.7,China,pharmaceuticals,89,60.0,"Shanghai, China",China,Married,,"EMBA, Nanjing University",True,AS,CN,0,1,0,0,0,0,0,1
Xu Hang,19.5,Hong Kong,medical devices,92,54.0,"Shenzhen, China",Hong Kong,,,"EMBA, Ceibs; Bachelor of Engineering, Tsinghua University; Master of Science in Engineering, Tsinghua University",True,AS,HK,0,1,0,0,0,0,0,0
Lui Che Woo & family,19.4,Hong Kong,casinos/hotels,93,92.0,"Hong Kong, Hong Kong",Hong Kong,Married,5.0,,True,AS,HK,0,1,0,0,0,0,0,0
Emmanuel Besnier,19.1,France,cheese,94,50.0,"Laval, France",France,,,,False,EU,FR,0,0,1,0,0,0,0,0
Laurene Powell Jobs & family,19.0,United States,"Apple, Disney",95,57.0,"Palo Alto, California",United States,Widowed,3.0,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",False,NAm,US,0,0,0,1,0,0,1,0
Eric Schmidt,18.9,United States,Google,96,66.0,"Atherton, California",United States,Married,2.0,"Bachelor of Arts/Science, Princeton University; Doctorate, University of California, Berkeley; Master of Science, University of California, Berkeley",True,NAm,US,0,0,0,1,0,0,1,0
Sun Piaoyang,18.9,China,pharmaceuticals,96,62.0,"Lianyungang, China",China,Married,1.0,"Bachelor of Arts/Science, China Pharmaceutical University; Doctorate, Nanjing University",True,AS,CN,0,1,0,0,0,0,0,1
"Theo Albrecht, Jr. & family",18.8,Germany,"Aldi, Trader Joe's",98,70.0,"Mulheim an der Ruhr, Germany",Germany,,1.0,,False,EU,DE,0,0,1,0,0,0,0,0
Alisher Usmanov,18.4,Russia,"steel, telecom, investments",99,67.0,"Moscow, Russia",Russia,Married,,"Master, Finance Academy under the Government of the Russian Federation; Master of Laws, Moscow Institute of International Relations",True,EU,RU,0,0,1,0,0,0,0,0
Robert Pera,18.3,United States,wireless networking gear,100,43.0,"San Jose, California",United States,Single,,"Bachelor of Arts/Science, University of California, San Diego; Master of Science, University of California, San Diego",True,NAm,US,0,0,0,1,0,0,1,0
Wu Yajun,18.3,China,real estate,100,57.0,"Beijing, China",China,Divorced,1.0,Northwestern Polytechnical University,True,AS,CN,0,1,0,0,0,0,0,1
Fan Hongwei & family,18.2,China,petrochemicals,102,54.0,"Wujiang, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Dhanin Chearavanont,18.1,Thailand,diversified,103,82.0,"Bangkok, Thailand",Thailand,Married,5.0,,False,AS,TH,0,1,0,0,0,0,0,0
Peter Woo,18.0,Hong Kong,real estate,104,74.0,"Hong Kong, Hong Kong",Hong Kong,Married,3.0,"Master of Business Administration, Columbia Business School",False,AS,HK,0,1,0,0,0,0,0,0
Chen Bang,17.9,China,hospitals,105,55.0,"Changsha, China",China,Married,,"Master of Business Administration, Hunan University",True,AS,CN,0,1,0,0,0,0,0,1
Andrey Melnichenko,17.9,Russia,"coal, fertilizers",105,49.0,"Moscow, Russia",Russia,Married,2.0,"Master of Science, Plekhanov Russian University of Economics",True,EU,RU,0,0,1,0,0,0,0,0
Dustin Moskovitz,17.8,United States,Facebook,107,36.0,"San Francisco, California",United States,Married,,"Drop Out, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Su Hua,17.8,China,video streaming,107,39.0,"Beijing, China",China,,,"Bachelor of Science, Tsinghua University",True,AS,CN,0,1,0,0,0,0,0,1
Donald Newhouse,17.6,United States,media,109,91.0,"New York, New York",United States,Widowed,3.0,"Drop Out, Syracuse University",False,NAm,US,0,0,0,1,0,0,1,0
Petr Kellner,17.5,Czechia,"finance, telecommunications",110,,,Czechia,,4.0,"Bachelor of Arts/Science, University of Economics in Prague",True,EU,CZ,0,0,1,0,0,0,0,0
Lee Man Tat,17.4,Hong Kong,food,111,91.0,"Hong Kong, Hong Kong",Hong Kong,Married,5.0,,False,AS,HK,0,1,0,0,0,0,0,0
Pavel Durov,17.2,Russia,messaging app,112,36.0,"Dubai, United Arab Emirates",Russia,Single,2.0,"Master of Science, Saint Petersburg State University",True,EU,RU,0,0,1,0,0,0,0,0
James Ratcliffe,17.0,United Kingdom,chemicals,113,68.0,"London, United Kingdom",United Kingdom,Married,,,True,EU,GB,0,0,1,0,0,0,0,0
Jorge Paulo Lemann & family,16.9,Brazil,beer,114,81.0,"Zurich, Switzerland",Brazil,Married,5.0,"Bachelor of Arts/Science, Harvard University",True,SA,BR,0,0,0,0,0,1,0,0
Reinhold Wuerth & family,16.8,Germany,fasteners,115,86.0,"Kuenzelsau, Germany",Germany,Married,3.0,,True,EU,DE,0,0,1,0,0,0,0,0
Charlene de Carvalho-Heineken & family,16.7,Netherlands,Heineken,116,66.0,"London, United Kingdom",Netherlands,Married,5.0,"Bachelor of Arts/Science, Rijnlands Lyceum Wassenaar; Doctor of Jurisprudence, University of Leiden",False,EU,NL,0,0,1,0,0,0,0,0
Radhakishan Damani,16.5,India,"retail, investments",117,66.0,"Mumbai, India",India,Married,3.0,,True,AS,IN,0,1,0,0,0,0,0,0
Wang Chuanfu,16.3,China,"batteries, automobiles",118,55.0,"Shenzhen, China",China,Married,,"Master of Science, Beijing Non-Ferrous Research Institute; Bachelor of Arts/Science, Central South Industrial University of Technology",True,AS,CN,0,1,0,0,0,0,0,1
Steve Cohen,16.0,United States,hedge funds,119,64.0,"Greenwich, Connecticut",United States,Married,7.0,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True,NAm,US,0,0,0,1,0,0,1,0
Ken Griffin,16.0,United States,hedge funds,119,52.0,"Chicago, Illinois",United States,Divorced,3.0,"Bachelor of Arts/Science, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Chen Zhiping,15.9,China,e-cigarettes,121,45.0,"Shenzhen, China",China,Married,,"Master, China Europe International Business School; Bachelor of Arts/Economics, Tongji University",True,AS,CN,0,1,0,0,0,0,0,1
"Ernest Garcia, II.",15.9,United States,used cars,121,63.0,"Tempe, Arizona",United States,Married,,"Bachelor of Science, Stanford University",True,NAm,US,0,0,0,1,0,0,1,0
Uday Kotak,15.9,India,banking,121,62.0,"Mumbai, India",India,Married,2.0,"Bachelor of Arts/Science, Bombay University; Master of Business Administration, University of Bombay",True,AS,IN,0,1,0,0,0,0,0,0
Carl Icahn,15.8,United States,investments,124,85.0,"Indian Creek, Florida",United States,Married,2.0,"Drop Out, New York University; Bachelor of Arts/Science, Princeton University",True,NAm,US,0,0,0,1,0,0,1,0
Suleiman Kerimov & family,15.8,Russia,investments,124,55.0,"Moscow, Russia",Russia,Married,3.0,"Bachelor of Arts/Science, Dagestan State University",True,EU,RU,0,0,1,0,0,0,0,0
"Thomas Frist, Jr. & family",15.7,United States,hospitals,126,82.0,"Nashville, Tennessee",United States,Married,3.0,"Bachelor of Arts/Science, Vanderbilt University; Medical Doctor, Washington University",True,NAm,US,0,0,0,1,0,0,1,0
Lukas Walton,15.6,United States,Walmart,127,34.0,"Jackson, Wyoming",United States,Single,,"Bachelor of Arts/Science, Colorado College",False,NAm,US,0,0,0,1,0,0,1,0
Mikhail Fridman,15.5,Russia,"oil, banking, telecom",128,57.0,"London, United Kingdom",Russia,Divorced,5.0,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",True,EU,RU,0,0,1,0,0,0,0,0
Wei Jianjun & family,15.5,China,automobiles,128,57.0,"Baoding, China",China,Married,,"Bachelor of Arts/Science, Hebei Province",True,AS,CN,0,1,0,0,0,0,0,1
Zuo Hui,15.5,China,real estate services,128,50.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Zhou Qunfei & family,15.4,Hong Kong,smartphone screens,131,,"Hong Kong, Hong Kong",Hong Kong,Married,,,True,AS,HK,0,1,0,0,0,0,0,0
Donald Bren,15.3,United States,real estate,132,88.0,"Newport Beach, California",United States,Married,7.0,"Bachelor of Arts/Science, University of Washington",True,NAm,US,0,0,0,1,0,0,1,0
Hinduja brothers,14.9,United Kingdom,diversified,133,,"London, United Kingdom",United Kingdom,,,,False,EU,GB,0,0,1,0,0,0,0,0
Lakshmi Mittal,14.9,India,steel,133,70.0,"London, United Kingdom",India,Married,2.0,"Bachelor of Arts/Science, St Xavier's College Calcutta",False,AS,IN,0,1,0,0,0,0,0,0
Georg Schaeffler,14.9,Germany,auto parts,133,56.0,"Herzogenaurach, Germany",Germany,Divorced,4.0,,False,EU,DE,0,0,1,0,0,0,0,0
Eric Yuan & family,14.9,United States,video conferencing,133,51.0,"Santa Clara, California",United States,Married,3.0,"Master of Engineering Management, China University of Mining and Technology; Bachelor of Engineering, Shandong Institute of Business and Technology",True,NAm,US,0,0,0,1,0,0,1,0
Wang Jianlin,14.8,China,real estate,137,66.0,"Beijing, China",China,Married,1.0,Liaoning University,True,AS,CN,0,1,0,0,0,0,0,1
Kwong Siu-hing,14.7,Hong Kong,real estate,138,91.0,"Hong Kong, Hong Kong",Hong Kong,Widowed,4.0,,False,AS,HK,0,1,0,0,0,0,0,0
Robin Li,14.7,China,internet search,138,52.0,"Beijing, China",China,Married,4.0,"Bachelor of Arts/Science, Peking University; Master of Arts, University at Buffalo",True,AS,CN,0,1,0,0,0,0,0,1
Pallonji Mistry,14.6,Ireland,construction,140,91.0,"Mumbai, India",Ireland,Married,4.0,,False,EU,IE,0,0,1,0,0,0,0,0
Eduardo Saverin,14.6,Brazil,Facebook,140,39.0,"Singapore, Singapore",Brazil,Married,1.0,"Bachelor of Arts/Science, Harvard University",True,SA,BR,0,0,0,0,0,1,0,0
Roman Abramovich,14.5,Russia,"steel, investments",142,54.0,"Moscow, Russia",Russia,Married,7.0,"Bachelor of Arts/Science, Moscow State Law Academy",True,EU,RU,0,0,1,0,0,0,0,0
David Tepper,14.5,United States,hedge funds,142,63.0,New Jersey,United States,Married,3.0,"Master of Business Administration, David A. Tepper School of Business; Bachelor of Arts/Science, University of Pittsburgh",True,NAm,US,0,0,0,1,0,0,1,0
Gong Hongjia & family,14.4,Hong Kong,video surveillance,144,56.0,"Hong Kong, Hong Kong",Hong Kong,Married,2.0,"Bachelor of Arts/Science, Huazhong University of Science and Technology",True,AS,HK,0,1,0,0,0,0,0,0
Mike Cannon-Brookes,14.2,Australia,software,145,41.0,"Sydney, Australia",Australia,Married,2.0,"Bachelor of Arts/Science, University of New South Wales",True,OC,AU,0,0,0,0,1,0,0,0
"John Menard, Jr.",14.2,United States,home improvement stores,145,81.0,"Eau Claire, Wisconsin",United States,Married,6.0,"Bachelor of Arts/Science, University of Wisconsin, Eau Claire",True,NAm,US,0,0,0,1,0,0,1,0
Seo Jung-jin,14.2,South Korea,biotech,145,63.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Arts/Science, Konkuk University; Master of Science, Konkuk University",True,AS,KR,0,1,0,0,0,0,0,0
Cheng Yixiao,14.1,China,video streaming app,148,37.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
